von Wald Cresce A.; Xu K.,"von Wald Cresce, Arthur (56784373500); Xu, Kang (57195303179)",56784373500; 57195303179,Aqueous lithium-ion batteries,2021,Carbon Energy,3,5,,721,751,30,193,10.1002/cey2.106,https://www.scopus.com/pages/publications/85106280226?origin=resultslist,"Aqueous electrolytes were once the rule for the battery industry. Until the advent of lithium ion batteries, a majority of commercially relevant batteries utilized water as the solvent for ion exchange. The development of the intercalation-based lithium ion battery upended the industrial aqueous electrolyte paradigm: the high energy density of the lithium-ion battery was revolutionary but required the use of organic electrolytes capable of passivating strongly redox active electrodes. With the safety of organic electrolytes becoming an issue in the early 1990s, a small community re-examined aqueous electrolytes for lithium ion batteries. The first such audacious attempt was by Dahn et al., who conceptualized an aqueous lithium-ion battery chemistry based on electrode materials suitable for the narrow electrochemical stability window of water, sacrificing energy density and cycle life for safety and low cost. The concept of an aqueous lithium-ion battery was revived in the mid-2010s with “highly concentrated” electrolytes, expanding the electrochemical stability window of water to regions comparable with nonaqueous electrolytes. Since then, significant efforts have been made around the world, aiming to understand the nature of the interfacial stability in those high-concentration electrolytes as well as to further make the system viable for practical batteries. This review summarizes these efforts in this emerging frontier of new battery chemistries. © 2021 The Authors. Carbon Energy published by Wenzhou University and John Wiley & Sons Australia, Ltd.",aqueous; batteries; interfaces; lithium ion; safety; stability,,Review,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85106280226

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Xu J.; Cai X.; Cai S.; Shao Y.; Hu C.; Lu S.; Ding S.,"Xu, Jingjing (60384379800); Cai, Xingyun (58061384600); Cai, Songming (57297874900); Shao, Yaxin (58061455900); Hu, Chao (57216472342); Lu, Shirong (54895346100); Ding, Shujiang (15026282400)",60384379800; 58061384600; 57297874900; 58061455900; 57216472342; 54895346100; 15026282400,High-Energy Lithium-Ion Batteries: Recent Progress and a Promising Future in Applications,2023,Energy and Environmental Materials,6,5,e12450,,,,1066,10.1002/eem2.12450,https://www.scopus.com/pages/publications/85146131322?origin=resultslist,"It is of great significance to develop clean and new energy sources with high-efficient energy storage technologies, due to the excessive use of fossil energy that has caused severe environmental damage. There is great interest in exploring advanced rechargeable lithium batteries with desirable energy and power capabilities for applications in portable electronics, smart grids, and electric vehicles. In practice, high-capacity and low-cost electrode materials play an important role in sustaining the progresses in lithium-ion batteries. This review aims at giving an account of recent advances on the emerging high-capacity electrode materials and summarizing key barriers and corresponding strategies for the practical viability of these electrode materials. Effective approaches to enhance energy density of lithium-ion batteries are to increase the capacity of electrode materials and the output operation voltage. On account of major bottlenecks of the power lithium-ion battery, authors come up with the concept of integrated battery systems, which will be a promising future for high-energy lithium-ion batteries to improve energy density and alleviate anxiety of electric vehicles. © 2022 Zhengzhou University.",high-capacity electrode materials; high-energy lithium-ion batteries; high-voltage cathodes; integrated battery systems; organic cathode materials,Cathodes; Electric vehicles; Environmental technology; Ions; Smart power grids; Battery systems; Electrode material; Energy; Energy density; High-capacity electrode material; High-Capacity Electrodes; High-energy lithium ion battery; High-voltage cathodes; Integrated battery system; Organic cathode materials; Lithium-ion batteries,Review,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85146131322

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Cha H.; Kim J.; Lee Y.; Cho J.; Park M.,"Cha, Hyungyeon (57192979061); Kim, Junhyeok (57188857773); Lee, Yoonji (57192979911); Cho, Jaephil (8571591800); Park, Minjoon (55881735000)",57192979061; 57188857773; 57192979911; 8571591800; 55881735000,Issues and Challenges Facing Flexible Lithium-Ion Batteries for Practical Application,2018,Small,14,43,1702989,,,,209,10.1002/smll.201702989,https://www.scopus.com/pages/publications/85055457337?origin=resultslist,"With the advent of flexible electronics, lithium-ion batteries have become a key component of high performance energy storage systems. Thus, considerable effort is made to keep up with the development of flexible lithium-ion batteries. To date, many researchers have studied newly designed batteries with flexibility, however, there are several significant challenges that need to be overcome, such as degradation of electrodes under external load, poor battery performance, and complicated cell preparation procedures. In addition, an in-depth understanding of the current challenges for flexible batteries is rarely addressed in a systematical and practical way. Herein, recent progress and current issues of flexible lithium-ion batteries in terms of battery materials and cell designs are reviewed. A critical overview of important issues and challenges for the practical application of flexible lithium-ion batteries is also provided. Finally, the strategies are discussed to overcome current limitations of the practical use of flexible lithium-based batteries, providing a direction for future research. © 2017 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim",cell design; electrodes; energy storage; flexible batteries; lithium-ion batteries,Data storage equipment; Electrodes; Energy storage; Flexible electronics; Ions; Battery materials; Battery performance; Cell design; Cell preparation; Current limitation; Energy storage systems; In-depth understanding; Issues and challenges; Lithium-ion batteries,Review,Final,,Scopus,2-s2.0-85055457337

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Liu Y.-K.; Zhao C.-Z.; Du J.; Zhang X.-Q.; Chen A.-B.; Zhang Q.,"Liu, Yu-Kun (57208824454); Zhao, Chen-Zi (56699100300); Du, Juan (57193699324); Zhang, Xue-Qiang (7410275555); Chen, Ai-Bing (55377971900); Zhang, Qiang (55627873062)",57208824454; 56699100300; 57193699324; 7410275555; 55377971900; 55627873062,Research Progresses of Liquid Electrolytes in Lithium-Ion Batteries,2023,Small,19,8,2205315,,,,303,10.1002/smll.202205315,https://www.scopus.com/pages/publications/85143963475?origin=resultslist,"In recent years, the rapid development of modern society is calling for advanced energy storage to meet the growing demands of energy supply and generation. As one of the most promising energy storage systems, secondary batteries are attracting much attention. The electrolyte is an important part of the secondary battery, and its composition is closely related to the electrochemical performance of the secondary batteries. Lithium-ion battery electrolyte is mainly composed of solvents, additives, and lithium salts, which are prepared according to specific proportions under certain conditions and according to the needs of characteristics. This review analyzes the advantages and current problems of the liquid electrolytes in lithium-ion batteries (LIBs) from the mechanism of action and failure mechanism, summarizes the research progress of solvents, lithium salts, and additives, analyzes the future trends and requirements of lithium-ion battery electrolytes, and points out the emerging opportunities in advanced lithium-ion battery electrolytes development. © 2022 Wiley-VCH GmbH.",electrolyte composition; electrolytes; lithium-ion batteries,Additives; Energy storage; Failure (mechanical); Ions; Lithium-ion batteries; Salts; Battery electrolyte; Electrochemical performance; Electrolyte compositions; Energy generations; Energy supplies; Growing demand; Liquid electrolytes; Lithium salts; Solvent additives; Storage systems; Electrolytes,Review,Final,,Scopus,2-s2.0-85143963475

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Ding J.; Ji D.; Yue Y.; Smedskjaer M.M.,"Ding, Junwei (57195640631); Ji, Dongfang (57200958853); Yue, Yuanzheng (7101695480); Smedskjaer, Morten M. (23487216100)",57195640631; 57200958853; 7101695480; 23487216100,Amorphous Materials for Lithium-Ion and Post-Lithium-Ion Batteries,2024,Small,20,5,2304270,,,,82,10.1002/smll.202304270,https://www.scopus.com/pages/publications/85173477140?origin=resultslist,"Lithium-ion and post-lithium-ion batteries are important components for building sustainable energy systems. They usually consist of a cathode, an anode, an electrolyte, and a separator. Recently, the use of solid-state materials as electrolytes has received extensive attention. The solid-state electrolyte materials (as well as the electrode materials) have traditionally been overwhelmingly crystalline materials, but amorphous (disordered) materials are gradually emerging as important alternatives because they can increase the number of ion storage sites and diffusion channels, enhance solid-state ion diffusion, tolerate more severe volume changes, and improve reaction activity. To develop superior amorphous battery materials, researchers have conducted a variety of experiments and theoretical simulations. This review highlights the recent advances in using amorphous materials (AMs) for fabricating lithium-ion and post-lithium-ion batteries, focusing on the correlation between material structure and properties (e.g., electrochemical, mechanical, chemical, and thermal ones). We review both the conventional and the emerging characterization methods for analyzing AMs and present the roles of disorder in influencing the performances of various batteries such as those based on lithium, sodium, potassium, and zinc. Finally, we describe the challenges and perspectives for commercializing rechargeable AMs-based batteries. © 2023 The Authors. Small published by Wiley-VCH GmbH.",amorphous materials; battery materials; electrochemical properties; mechanical properties; structural disorder,Amorphous materials; Anodes; Cathodes; Electrochemical properties; Ions; Solid electrolytes; Solid-State Batteries; Battery materials; Disordered materials; Electrode material; Electrolyte material; Ion storage; Lithium ions; Solid-state electrolyte; Solid-state materials; Structural disorders; Sustainable energy systems; Lithium-ion batteries,Review,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85173477140

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Mauger A.; Julien C.M.,"Mauger, A. (22963172000); Julien, C.M. (55588326900)",22963172000; 55588326900,Critical review on lithium-ion batteries: are they safe? Sustainable?,2017,Ionics,23,8,,1933,1947,14,205,10.1007/s11581-017-2177-8,https://www.scopus.com/pages/publications/85025110294?origin=resultslist,"The goal of this critical review is to explain why the safety problem raised by the lithium batteries must be considered. The performance of the batteries with different chemistries is compared and analyzed, with emphasis on the safety aspects, in addition to the electrochemical properties of the cells. Problems encountered with cathode materials (layered compounds, spinel and olivine), anode materials (graphite and lithium titanate), electrolytes, lithium salts, and separators are pointed out. In this critical review, we also discuss the place of the lithium batteries in the context of sustainable energies (electric vehicles, smart grid). © 2017, Springer-Verlag Berlin Heidelberg.",Anode materials; Cathode materials; Electric vehicles; Lithium-ion batteries; Safety aspects; Smart grid,Anodes; Automotive batteries; Cathode materials; Cathodes; Electric power transmission networks; Electric vehicles; Lithium compounds; Silicate minerals; Smart power grids; Anode material; Critical review; Layered compound; Lithium titanate; Safety aspects; Safety problems; Smart grid; Sustainable energy; Lithium-ion batteries,Review,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85025110294

Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Duan J.; Tang X.; Dai H.; Yang Y.; Wu W.; Wei X.; Huang Y.,"Duan, Jian (57205516677); Tang, Xuan (56084362200); Dai, Haifeng (16205140500); Yang, Ying (57218495434); Wu, Wangyan (57205515962); Wei, Xuezhe (12241427500); Huang, Yunhui (24385713700)",57205516677; 56084362200; 16205140500; 57218495434; 57205515962; 12241427500; 24385713700,Building Safe Lithium-Ion Batteries for Electric Vehicles: A Review,2020,Electrochemical Energy Reviews,3,1,,,,,706,10.1007/s41918-019-00060-4,https://www.scopus.com/pages/publications/85106953469?origin=resultslist,"Abstract: Lithium-ion batteries (LIBs), with relatively high energy density and power density, have been considered as a vital energy source in our daily life, especially in electric vehicles. However, energy density and safety related to thermal runaways are the main concerns for their further applications. In order to deeply understand the development of high energy density and safe LIBs, we comprehensively review the safety features of LIBs and the failure mechanisms of cathodes, anodes, separators and electrolyte. The corresponding solutions for designing safer components are systematically proposed. Additionally, the in situ or operando techniques, such as microscopy and spectrum analysis, the fiber Bragg grating sensor and the gas sensor, are summarized to monitor the internal conditions of LIBs in real time. The main purpose of this review is to provide some general guidelines for the design of safe and high energy density batteries from the views of both material and cell levels. Graphic Abstract: Safety of lithium-ion batteries (LIBs) with high energy density becomes more and more important in the future for EVs development. The safety issues of the LIBs are complicated, related to both materials and the cell level. To ensure the safety of LIBs, in-depth understanding of the safety features, precise design of the battery materials and real-time monitoring/detection of the cells should be systematically considered. Here, we specifically summarize the safety features of the LIBs from the aspects of their voltage and temperature tolerance, the failure mechanism of the LIB materials and corresponding improved methods. We further review the in situ or operando techniques to real-time monitor the internal conditions of LIBs.[Figure not available: see fulltext.] © 2019, The Author(s).",Batteries design; Electric vehicles; Lithium-ion battery; Real-time monitoring; Safety,Automotive batteries; Electric vehicles; Electrodes; Electrolytes; Failure (mechanical); Fiber Bragg gratings; Fiber optic sensors; Ions; Outages; Spectrum analysis; Corresponding solutions; Fiber Bragg Grating Sensors; High energy densities; High-energy density batteries; In-depth understanding; Real time monitoring; Real time monitors; Temperature tolerance; Lithium-ion batteries,Review,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85106953469
